Video_ID,Channel_ID,Channel_Name,Channel_UC,YouTube_Video_ID,Video_Title,Year,PublishedAt,DurationSeconds,DurationISO,Matched_Keywords,CaptionFlag,Transcript_Available,Transcript_Provider,Transcript_Reason,Transcript_Path,Meta_Path
V0110,C11,Secureworks,UC8JIIt8SaHQc4LLSKuayDxA,8r34sovxaiE,Secureworks Taegis XDR Entity Graph Demo,2024,2024-10-04T19:20:04Z,564,PT9M24S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C11_Secureworks/V0110.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C11_Secureworks/V0110.meta.json
V0111,C12,Kaspersky,UCGhEv7BFBWdo0k4UXTm2eZg,xdDP44WO1oY,Cybersecurity solutions for industrial resilience — at Birla Sugar (K K Birla Group),2025,2025-12-17T11:14:55Z,305,PT5M5S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C12_Kaspersky/V0111.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C12_Kaspersky/V0111.meta.json
V0112,C12,Kaspersky,UCGhEv7BFBWdo0k4UXTm2eZg,_w-8GB_bjno,Yakutsk-Tiksi-Yakutsk Expedition 2024,2024,2024-12-14T10:00:36Z,2488,PT41M28S,conti;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C12_Kaspersky/V0112.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C12_Kaspersky/V0112.meta.json
V0113,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,j03qMfdXBuc,Enhancing Ethical Hacking with AI,2024,2024-08-13T15:40:58Z,2215,PT36M55S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0113.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0113.meta.json
V0114,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,Dwak5bd3u-c,🎭 Unmasking PoshC2 Framework | Beyond the Hunt Ep 10,2024,2024-08-01T15:00:12Z,408,PT6M48S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0114.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0114.meta.json
V0115,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,A-9yujO_dDc,Vishing Villains and Voter Vigilance,2024,2024-07-19T22:39:39Z,1801,PT30M1S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0115.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0115.meta.json
V0116,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,T09iIh6OkXI,AI-Generated Malware is Changing the Cyber Threat Landscape,2024,2024-07-03T14:56:33Z,1643,PT27M23S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0116.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0116.meta.json
V0117,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,gsAL2eOreXk,From Cybersecurity to Cancer Care with Jim Foote,2024,2024-06-26T13:38:02Z,1715,PT28M35S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0117.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0117.meta.json
V0118,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,QCHYq-i6fDw,"Impacket Framework, Inc Ransomware | Beyond the Hunt | Episode 8",2024,2024-06-20T18:53:44Z,436,PT7M16S,ir;ransomware,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0118.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0118.meta.json
V0119,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,nMzyh88JCIA,Need to Know Threats May 2024 | Beyond the Hunt | Episode 7,2024,2024-06-13T14:48:54Z,357,PT5M57S,ransomware,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0119.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0119.meta.json
V0120,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,BlTJWD_gXWA,Using Technology to Empower Privacy and Security,2024,2024-06-06T15:50:17Z,2191,PT36M31S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0120.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0120.meta.json
V0121,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,yEhhGhqrxc4,Guardians of the Digital Age  How Gregory Jones Shapes Cybersecurity at Xavier University,2024,2024-05-23T16:21:06Z,1840,PT30M40S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0121.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0121.meta.json
V0122,C13,Palo Alto Networks Unit 42,UCvJQO11qoCHYwZ4Ah4Jf-Tw,RUqfw_ZNex8,CrushFTP & WMI Vulnerabilities | Beyond the Hunt | Episode 6,2024,2024-05-22T16:53:15Z,327,PT5M27S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0122.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C13_Palo_Alto_Networks_Unit_42/V0122.meta.json
V0123,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,2Ba1ti_67fA,AI can do what now?! Multiply your defense impact,2025,2025-12-15T15:32:20Z,539,PT8M59S,incident response,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0123.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0123.meta.json
V0124,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,gpsnVi2_mxM,Pastries with SREs: Holding onto extra observability data and desserts,2025,2025-11-26T18:01:28Z,354,PT5M54S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0124.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0124.meta.json
V0125,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,uTJWNFd5Ieo,Pastries with SREs: Enriched logs and filled donuts,2025,2025-11-24T15:30:40Z,373,PT6M13S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0125.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0125.meta.json
V0126,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,IUZMyoFXa4E,Embracing failure and chaos to improve system reliability and SRE team performance,2025,2025-11-03T17:00:35Z,1516,PT25M16S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0126.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0126.meta.json
V0127,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,w0bLm9Q_rd0,How AI Cuts SIEM Migration Time from Months to Minutes,2025,2025-10-27T18:45:07Z,570,PT9M30S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0127.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0127.meta.json
V0128,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,uGQBCv2kIIE,From court to code: Build an agentic RAG assistant with Elasticsearch,2025,2025-10-17T03:34:58Z,1889,PT31M29S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0128.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0128.meta.json
V0129,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,xgIqwdVIKKg,Agentic AI Explained: How Autonomous Systems Are Changing Cybersecurity,2025,2025-10-08T11:01:43Z,552,PT9M12S,incident response,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0129.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0129.meta.json
V0130,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,tw-NNqzgohk,"Elastic Security Explained: Transparency, AI, and the Future of Threat Hunting",2025,2025-10-02T18:15:09Z,2734,PT45M34S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0130.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0130.meta.json
V0131,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,EfZK6rylZII,How AI Is Revolutionizing Cybersecurity Data Onboarding,2025,2025-10-01T17:00:30Z,467,PT7M47S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0131.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0131.meta.json
V0132,C14,Elastic Security,UCIy5GtVvLEiLik0T2bZwm7g,AWs7c1MFBNg,"Really Possible Series, Episode 4: What makes you excited about AI today?",2024,2024-10-09T18:01:58Z,455,PT7M35S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0132.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C14_Elastic_Security/V0132.meta.json
V0133,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,G_vIAf3dEUU,RSAC Innovation Showcase: AI-Informed Policy Guidance for Cyber Companies,2025,2025-12-11T20:46:58Z,2285,PT38M5S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0133.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0133.meta.json
V0134,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,BC8y69TpIbk,RSAC Innovation Showcase: Coding with AI: Can We Trust the Code We Ship?,2025,2025-11-20T18:36:26Z,2238,PT37M18S,conti,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0134.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0134.meta.json
V0135,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,NRUGujy-sis,Cyber at the Top: Defining Strength─Building a Resilient Incident Response Capability,2025,2025-11-13T21:54:58Z,2133,PT35M33S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0135.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0135.meta.json
V0136,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,h2PB5UQCgd4,Webcast: Escalation Paths to Attack Active Directory Certificate Services,2025,2025-10-21T15:09:03Z,3272,PT54M32S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0136.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0136.meta.json
V0137,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,TIlJ7Sa0Ir4,Webcast: Redefining Security in the Digital Age,2025,2025-10-03T15:09:31Z,3674,PT1H1M14S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0137.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0137.meta.json
V0138,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,4E_90kyu9J0,RSAC Innovation Showcase: Agentic Security for the Enterprise,2025,2025-10-02T15:54:07Z,2737,PT45M37S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0138.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0138.meta.json
V0139,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,H5cGTZffmW0,Traditional Sessions — RSAC Virtual Seminar: Security Strategy & Architecture,2025,2025-09-23T15:50:41Z,6576,PT1H49M36S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0139.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0139.meta.json
V0140,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,HSu0wV-BbcM,Leadership Panel — RSAC Virtual Seminar: Security Strategy & Architecture,2025,2025-09-23T15:50:36Z,5315,PT1H28M35S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0140.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0140.meta.json
V0141,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,ef00ACf5ZeU,Webcast: Building a Secure Al Assistant in a Regulated Industry,2025,2025-09-22T20:07:14Z,3148,PT52M28S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0141.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0141.meta.json
V0142,C15,RSA Conference,UCYzwGkfOqrevO-4TuTjPLwQ,8O_AFY9A4v4,Webcast: Weaponized Malware vs. Encryption & Exfiltrating Data from Signal Messenger,2025,2025-09-04T20:21:21Z,3472,PT57M52S,encrypt;encryption,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0142.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C15_RSA_Conference/V0142.meta.json
V0143,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,vdpRrh3cV-E,Celebrating USENIX at 50,2025,2025-12-23T01:12:17Z,451,PT7M31S,conti;ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0143.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0143.meta.json
V0144,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,Z9tnNTTz6GM,"SREcon25 Europe/Middle East/Africa - Honey, I Shrunk the Data Center!",2025,2025-11-11T19:45:34Z,1291,PT21M31S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0144.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0144.meta.json
V0145,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,vPcbT9hSUJU,SREcon25 Europe/Middle East/Africa - Service Messy: Pagerduty's Service Mesh Migration,2025,2025-11-11T19:45:34Z,2174,PT36M14S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0145.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0145.meta.json
V0146,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,x9OYdphaujg,SREcon25 Europe/Middle East/Africa - Gaining Insights from a Black Box System,2025,2025-11-11T19:45:34Z,1732,PT28M52S,conti,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0146.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0146.meta.json
V0147,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,0melA289C2E,SREcon25 Europe/Middle East/Africa - HyperRouter: Lessons Learnt from Building an L4 Load...,2025,2025-11-11T19:45:31Z,2027,PT33M47S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0147.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0147.meta.json
V0148,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,E_qxG2vX8XE,SREcon25 Europe/Middle East/Africa - The Bitter and the Sweet of Running a Planet-Scale Build &...,2025,2025-11-11T19:45:31Z,1770,PT29M30S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0148.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0148.meta.json
V0149,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,PgfOzVeY1sg,SREcon25 Europe/Middle East/Africa - Catch Me If You Can: Hunting Misconfigurations Before They...,2025,2025-11-11T19:45:31Z,1623,PT27M3S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0149.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0149.meta.json
V0150,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,U91rCPRM4zc,SREcon25 Europe/Middle East/Africa - ACK to the Future: TCP in 2025,2025,2025-11-11T19:45:31Z,1372,PT22M52S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0150.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0150.meta.json
V0151,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,nUvWhHlLuqo,SREcon25 Europe/Middle East/Africa - Quality Gates in Production: How We Turn OpenTelemetry...,2025,2025-11-11T19:44:02Z,1271,PT21M11S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0151.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0151.meta.json
V0152,C16,USENIX Security,UC4-GrpQBx6WCGwmwozP744Q,qO0JXY8O0RU,SREcon25 Europe/Middle East/Africa - STPA for Software Systems–Illuminate the Unknown Unknowns,2025,2025-11-11T19:44:02Z,4958,PT1H22M38S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0152.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C16_USENIX_Security/V0152.meta.json
V0153,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,Ggp3UIVPxkc,"Improving Security Across Nations with FIRST: Enrico Lovat, FIRST Member",2025,2025-09-09T13:00:34Z,416,PT6M56S,incident response;ir;ransomware,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0153.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0153.meta.json
V0154,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,0xyiqtSTOhc,"Improving Security Across Nations with FIRST: Adli Wahid, FIRST Member",2025,2025-09-04T13:00:03Z,338,PT5M38S,incident response;ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0154.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0154.meta.json
V0155,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,kMvsUWzRxYI,"Improving Security Across Nations with FIRST: Sametria McKinney, FIRST Member",2025,2025-08-28T13:01:32Z,442,PT7M22S,incident response;ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0155.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0155.meta.json
V0156,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,fa11tDS1zM8,"Improving Security Across Nations with FIRST: Carlos Leonardo, FIRST Board of Directors Member",2025,2025-08-14T13:01:14Z,434,PT7M14S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0156.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0156.meta.json
V0157,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,Y46zntv2IRM,Revolutionizing Malware Analysis with Agentic AI: Lessons and Innovations,2025,2025-08-12T18:23:33Z,2113,PT35M13S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0157.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0157.meta.json
V0158,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,cxINHQ4I8Aw,"Friday Keynote Address - Network Security is a Team Sport, so How Do We Set and Manage the Team",2025,2025-08-12T18:23:25Z,3272,PT54M32S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0158.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0158.meta.json
V0159,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,JtvjGZeJhC0,What Can Cybersecurity Incident Responders Learn from Real-World Crises?,2025,2025-08-12T18:23:15Z,2168,PT36M8S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0159.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0159.meta.json
V0160,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,UQ2TixVmGBE,Automated ATT&CK Technique Chaining,2025,2025-08-12T18:23:05Z,2097,PT34M57S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0160.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0160.meta.json
V0161,C17,FIRST Conference,UCK3_z6YyWvfqrOuCmrfxsTw,IMVAwXra3k8,What's New in CSAF v2.1: Key Updates Explained,2025,2025-08-12T18:23:00Z,2087,PT34M47S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0161.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C17_FIRST_Conference/V0161.meta.json
